3,24,trainval/04SEzifEsGg/50031,0.98,16000
3,25,trainval/04SEzifEsGg/50033,2.10,16000
3,26,trainval/04SEzifEsGg/50035,0.98,16000
3,27,trainval/04SEzifEsGg/50037,2.14,16000
3,28,trainval/04SEzifEsGg/50038,1.58,16000
3,29,trainval/04SEzifEsGg/50039,2.66,16000
3,30,trainval/04SEzifEsGg/50040,1.78,16000
3,31,trainval/04SEzifEsGg/50041,1.22,16000
4,0,trainval/04VbxnzUwes/50001,5.70,16000
4,1,trainval/04VbxnzUwes/50002,1.78,16000
5,0,trainval/05jJodDVJRQ/50001,6.02,16000
5,1,trainval/05jJodDVJRQ/50002,1.30,16000
5,2,trainval/05jJodDVJRQ/50003,2.90,16000
5,3,trainval/05jJodDVJRQ/50004,2.58,16000
5,4,trainval/05jJodDVJRQ/50006,1.70,16000
5,5,trainval/05jJodDVJRQ/50007,5.74,16000
6,0,trainval/06M8qY7Q74Y/50001,2.22,16000
6,1,trainval/06M8qY7Q74Y/50002,1.94,16000
6,2,trainval/06M8qY7Q74Y/50003,1.22,16000
6,3,trainval/06M8qY7Q74Y/50004,2.06,16000
6,4,trainval/06M8qY7Q74Y/50005,1.22,16000
6,5,trainval/06M8qY7Q74Y/50006,2.18,16000
6,6,trainval/06M8qY7Q74Y/50007,1.70,16000
7,0,trainval/08ZWROqoTZo/50001,1.70,16000
7,1,trainval/08ZWROqoTZo/50002,5.78,16000
7,2,trainval/08ZWROqoTZo/50003,6.26,16000
7,3,trainval/08ZWROqoTZo/50004,5.98,16000
7,4,trainval/08ZWROqoTZo/50005,6.26,16000
7,5,trainval/08ZWROqoTZo/50006,2.62,16000
7,6,trainval/08ZWROqoTZo/50007,6.02,16000
8,0,trainval/0af00UcTOSc/50001,5.90,16000
8,1,trainval/0af00UcTOSc/50002,1.66,16000
8,2,trainval/0af00UcTOSc/50003,5.82,16000
8,3,trainval/0af00UcTOSc/50004,1.70,16000
8,4,trainval/0af00UcTOSc/50005,4.22,16000
8,5,trainval/0af00UcTOSc/50007,1.30,16000
8,6,trainval/0af00UcTOSc/50008,2.14,16000
8,7,trainval/0af00UcTOSc/50009,4.70,16000
8,8,trainval/0af00UcTOSc/50010,5.46,16000
8,9,trainval/0af00UcTOSc/50011,5.30,16000
8,10,trainval/0af00UcTOSc/50012,0.98,16000
8,11,trainval/0af00UcTOSc/50013,0.98,16000
8,12,trainval/0af00UcTOSc/50014,5.94,16000
9,0,trainval/0akiEFwtkyA/50001,1.74,16000
9,1,trainval/0akiEFwtkyA/50002,2.94,16000
10,0,trainval/0Amg53UuRqE/50001,1.70,16000
11,0,trainval/0Bhk65bYSI0/50001,2.66,16000
11,1,trainval/0Bhk65bYSI0/50002,2.62,16000
11,2,trainval/0Bhk65bYSI0/50003,2.58,16000
11,3,trainval/0Bhk65bYSI0/50004,1.82,16000
11,4,trainval/0Bhk65bYSI0/50005,6.10,16000
11,5,trainval/0Bhk65bYSI0/50006,6.26,16000
11,6,trainval/0Bhk65bYSI0/50007,6.10,16000
11,7,trainval/0Bhk65bYSI0/50008,1.62,16000
11,8,trainval/0Bhk65bYSI0/50009,2.02,16000
12,0,trainval/0bop3D7SdDM/50001,5.38,16000
12,1,trainval/0bop3D7SdDM/50002,1.94,16000
12,2,trainval/0bop3D7SdDM/50003,5.26,16000
12,3,trainval/0bop3D7SdDM/50004,2.74,16000
12,4,trainval/0bop3D7SdDM/50005,3.18,16000
12,5,trainval/0bop3D7SdDM/50006,2.74,16000
12,6,trainval/0bop3D7SdDM/50007,4.62,16000
12,7,trainval/0bop3D7SdDM/50008,1.94,16000
12,8,trainval/0bop3D7SdDM/50009,2.98,16000
12,9,trainval/0bop3D7SdDM/50010,5.74,16000
12,10,trainval/0bop3D7SdDM/50011,2.42,16000
12,11,trainval/0bop3D7SdDM/50012,3.38,16000
12,12,trainval/0bop3D7SdDM/50013,5.26,16000
12,13,trainval/0bop3D7SdDM/50014,3.82,16000
12,14,trainval/0bop3D7SdDM/50015,2.10,16000
12,15,trainval/0bop3D7SdDM/50016,0.86,16000
12,16,trainval/0bop3D7SdDM/50017,5.90,16000
13,0,trainval/0C5UQbWzwg8/50001,4.94,16000
13,1,trainval/0C5UQbWzwg8/50002,2.98,16000
14,0,trainval/0d6iSvF1UmA/50001,6.22,16000
14,1,trainval/0d6iSvF1UmA/50002,5.02,16000
14,2,trainval/0d6iSvF1UmA/50003,6.14,16000
14,3,trainval/0d6iSvF1UmA/50004,5.62,16000
14,4,trainval/0d6iSvF1UmA/50005,6.22,16000
14,5,trainval/0d6iSvF1UmA/50006,4.50,16000
14,6,trainval/0d6iSvF1UmA/50007,4.50,16000
14,7,trainval/0d6iSvF1UmA/50008,2.30,16000
14,8,trainval/0d6iSvF1UmA/50009,1.46,16000
15,0,trainval/0D9QIG36J9Q/50001,2.78,16000
15,1,trainval/0D9QIG36J9Q/50002,4.46,16000
15,2,trainval/0D9QIG36J9Q/50003,4.02,16000
15,3,trainval/0D9QIG36J9Q/50004,4.58,16000
15,4,trainval/0D9QIG36J9Q/50005,1.54,16000
15,5,trainval/0D9QIG36J9Q/50006,1.70,16000
15,6,trainval/0D9QIG36J9Q/50007,4.82,16000
15,7,trainval/0D9QIG36J9Q/50008,1.42,16000
15,8,trainval/0D9QIG36J9Q/50009,3.62,16000
15,9,trainval/0D9QIG36J9Q/50010,1.94,16000
15,10,trainval/0D9QIG36J9Q/50011,2.22,16000
15,11,trainval/0D9QIG36J9Q/50012,2.98,16000
15,12,trainval/0D9QIG36J9Q/50013,1.46,16000
15,13,trainval/0D9QIG36J9Q/50014,0.94,16000
15,14,trainval/0D9QIG36J9Q/50015,3.10,16000
16,0,trainval/0FkuRwU8HFc/50001,2.42,16000
16,1,trainval/0FkuRwU8HFc/50002,1.66,16000
16,2,trainval/0FkuRwU8HFc/50003,1.30,16000
16,3,trainval/0FkuRwU8HFc/50004,3.62,16000
16,4,trainval/0FkuRwU8HFc/50005,1.10,16000
16,5,trainval/0FkuRwU8HFc/50006,2.50,16000
16,6,trainval/0FkuRwU8HFc/50007,1.18,16000
17,0,trainval/0FOlwct8k9M/50001,2.54,16000
18,0,trainval/0FQXicAGy5U/50001,1.98,16000
18,1,trainval/0FQXicAGy5U/50002,0.82,16000
18,2,trainval/0FQXicAGy5U/50003,3.26,16000
18,3,trainval/0FQXicAGy5U/50004,2.50,16000
18,4,trainval/0FQXicAGy5U/50005,2.98,16000
18,5,trainval/0FQXicAGy5U/50006,2.86,16000
18,6,trainval/0FQXicAGy5U/50007,5.94,16000
18,7,trainval/0FQXicAGy5U/50008,5.86,16000
18,8,trainval/0FQXicAGy5U/50009,5.22,16000
18,9,trainval/0FQXicAGy5U/50010,1.74,16000
18,10,trainval/0FQXicAGy5U/50011,6.02,16000
19,0,trainval/0g2WE1qXiKM/50001,1.98,16000
19,1,trainval/0g2WE1qXiKM/50002,0.82,16000
19,2,trainval/0g2WE1qXiKM/50003,1.66,16000
19,3,trainval/0g2WE1qXiKM/50004,1.46,16000
19,4,trainval/0g2WE1qXiKM/50005,0.90,16000
19,5,trainval/0g2WE1qXiKM/50006,2.78,16000
19,6,trainval/0g2WE1qXiKM/50007,1.74,16000
20,0,trainval/0GL5r3HVAZ0/50001,5.78,16000
20,1,trainval/0GL5r3HVAZ0/50002,2.38,16000
20,2,trainval/0GL5r3HVAZ0/50003,2.66,16000
20,3,trainval/0GL5r3HVAZ0/50004,1.62,16000
20,4,trainval/0GL5r3HVAZ0/50005,3.94,16000
20,5,trainval/0GL5r3HVAZ0/50006,1.46,16000
20,6,trainval/0GL5r3HVAZ0/50007,6.06,16000
20,7,trainval/0GL5r3HVAZ0/50008,1.86,16000
20,8,trainval/0GL5r3HVAZ0/50009,4.58,16000
20,9,trainval/0GL5r3HVAZ0/50010,1.94,16000
20,10,trainval/0GL5r3HVAZ0/50011,3.82,16000
20,11,trainval/0GL5r3HVAZ0/50012,2.26,16000
20,12,trainval/0GL5r3HVAZ0/50013,0.74,16000
20,13,trainval/0GL5r3HVAZ0/50015,4.22,16000
20,14,trainval/0GL5r3HVAZ0/50016,2.74,16000
20,15,trainval/0GL5r3HVAZ0/50017,0.98,16000
20,16,trainval/0GL5r3HVAZ0/50018,1.50,16000
20,17,trainval/0GL5r3HVAZ0/50019,2.06,16000
20,18,trainval/0GL5r3HVAZ0/50020,0.94,16000
20,19,trainval/0GL5r3HVAZ0/50021,2.06,16000
21,0,trainval/0HEXx3SP8kk/50001,1.70,16000
21,1,trainval/0HEXx3SP8kk/50002,2.62,16000
21,2,trainval/0HEXx3SP8kk/50003,1.42,16000
22,0,trainval/0HYakD8XQ88/50001,3.18,16000
22,1,trainval/0HYakD8XQ88/50002,0.78,16000
22,2,trainval/0HYakD8XQ88/50003,1.50,16000
22,3,trainval/0HYakD8XQ88/50004,1.46,16000
23,0,trainval/0hzSUUdTDUA/50001,3.42,16000
24,0,trainval/0iTehgSOZ8A/50001,2.90,16000
24,1,trainval/0iTehgSOZ8A/50002,3.78,16000
24,2,trainval/0iTehgSOZ8A/50003,5.86,16000
24,3,trainval/0iTehgSOZ8A/50004,3.54,16000
24,4,trainval/0iTehgSOZ8A/50005,1.70,16000
24,5,trainval/0iTehgSOZ8A/50006,2.66,16000
24,6,trainval/0iTehgSOZ8A/50007,6.14,16000
24,7,trainval/0iTehgSOZ8A/50008,1.70,16000
24,8,trainval/0iTehgSOZ8A/50009,3.70,16000
24,9,trainval/0iTehgSOZ8A/50010,6.18,16000
24,10,trainval/0iTehgSOZ8A/50011,1.14,16000
24,11,trainval/0iTehgSOZ8A/50012,6.26,16000
24,12,trainval/0iTehgSOZ8A/50013,2.94,16000
24,13,trainval/0iTehgSOZ8A/50014,6.22,16000
24,14,trainval/0iTehgSOZ8A/50015,2.14,16000
24,15,trainval/0iTehgSOZ8A/50016,1.34,16000
24,16,trainval/0iTehgSOZ8A/50017,3.62,16000
24,17,trainval/0iTehgSOZ8A/50018,1.94,16000
24,18,trainval/0iTehgSOZ8A/50019,2.42,16000
24,19,trainval/0iTehgSOZ8A/50020,1.34,16000
24,20,trainval/0iTehgSOZ8A/50021,1.26,16000
24,21,trainval/0iTehgSOZ8A/50022,5.78,16000
24,22,trainval/0iTehgSOZ8A/50023,4.30,16000
24,23,trainval/0iTehgSOZ8A/50025,1.86,16000
24,24,trainval/0iTehgSOZ8A/50026,3.78,16000
24,25,trainval/0iTehgSOZ8A/50027,2.18,16000
24,26,trainval/0iTehgSOZ8A/50028,3.58,16000
24,27,trainval/0iTehgSOZ8A/50029,3.46,16000
24,28,trainval/0iTehgSOZ8A/50030,1.46,16000
24,29,trainval/0iTehgSOZ8A/50031,3.14,16000
24,30,trainval/0iTehgSOZ8A/50032,6.10,16000
25,0,trainval/0ITHlySbhJE/50001,1.46,16000
25,1,trainval/0ITHlySbhJE/50002,1.46,16000
25,2,trainval/0ITHlySbhJE/50003,5.46,16000
25,3,trainval/0ITHlySbhJE/50004,1.94,16000
25,4,trainval/0ITHlySbhJE/50005,2.10,16000
25,5,trainval/0ITHlySbhJE/50006,0.90,16000
25,6,trainval/0ITHlySbhJE/50007,3.14,16000
25,7,trainval/0ITHlySbhJE/50008,3.22,16000
25,8,trainval/0ITHlySbhJE/50009,3.82,16000
25,9,trainval/0ITHlySbhJE/50010,1.82,16000
25,10,trainval/0ITHlySbhJE/50011,2.26,16000
25,11,trainval/0ITHlySbhJE/50012,6.22,16000
26,0,trainval/0JGarsZE1rk/50001,6.22,16000
27,0,trainval/0jmST6bSUoc/50001,5.82,16000
28,0,trainval/0K5OO2ybueM/50001,2.38,16000
28,1,trainval/0K5OO2ybueM/50002,4.22,16000
28,2,trainval/0K5OO2ybueM/50003,6.26,16000
28,3,trainval/0K5OO2ybueM/50004,4.10,16000
28,4,trainval/0K5OO2ybueM/50005,3.62,16000
28,5,trainval/0K5OO2ybueM/50006,3.22,16000
28,6,trainval/0K5OO2ybueM/50007,1.86,16000
28,7,trainval/0K5OO2ybueM/50008,3.90,16000
28,8,trainval/0K5OO2ybueM/50009,2.58,16000
28,9,trainval/0K5OO2ybueM/50010,5.58,16000
28,10,trainval/0K5OO2ybueM/50011,5.46,16000
28,11,trainval/0K5OO2ybueM/50012,1.86,16000
28,12,trainval/0K5OO2ybueM/50013,3.66,16000
28,13,trainval/0K5OO2ybueM/50014,2.30,16000
29,0,trainval/0kPu6eKpja8/50001,3.50,16000
30,0,trainval/0lS9NDZ8VZA/50001,5.30,16000
30,1,trainval/0lS9NDZ8VZA/50002,1.18,16000
31,0,trainval/0LxPAY9yis8/50001,5.18,16000
31,1,trainval/0LxPAY9yis8/50002,2.78,16000
31,2,trainval/0LxPAY9yis8/50003,5.14,16000
31,3,trainval/0LxPAY9yis8/50004,3.10,16000
32,0,trainval/0MD4Ymjyc2I/50005,2.54,16000
32,1,trainval/0MD4Ymjyc2I/50006,3.86,16000
32,2,trainval/0MD4Ymjyc2I/50008,1.18,16000
32,3,trainval/0MD4Ymjyc2I/50009,4.74,16000
32,4,trainval/0MD4Ymjyc2I/50010,1.86,16000
32,5,trainval/0MD4Ymjyc2I/50013,2.98,16000
32,6,trainval/0MD4Ymjyc2I/50014,4.06,16000
32,7,trainval/0MD4Ymjyc2I/50015,2.74,16000
32,8,trainval/0MD4Ymjyc2I/50016,1.74,16000
32,9,trainval/0MD4Ymjyc2I/50017,5.78,16000
33,0,trainval/0MMSpsvqiG8/50001,6.14,16000
33,1,trainval/0MMSpsvqiG8/50002,2.34,16000
33,2,trainval/0MMSpsvqiG8/50003,1.26,16000
33,3,trainval/0MMSpsvqiG8/50004,6.22,16000
33,4,trainval/0MMSpsvqiG8/50005,1.30,16000
33,5,trainval/0MMSpsvqiG8/50006,5.42,16000
33,6,trainval/0MMSpsvqiG8/50007,3.74,16000
33,7,trainval/0MMSpsvqiG8/50008,1.14,16000
33,8,trainval/0MMSpsvqiG8/50009,1.78,16000
33,9,trainval/0MMSpsvqiG8/50010,1.10,16000
33,10,trainval/0MMSpsvqiG8/50012,0.98,16000
33,11,trainval/0MMSpsvqiG8/50013,2.70,16000
33,12,trainval/0MMSpsvqiG8/50014,3.06,16000
33,13,trainval/0MMSpsvqiG8/50015,6.14,16000
33,14,trainval/0MMSpsvqiG8/50016,1.86,16000
33,15,trainval/0MMSpsvqiG8/50017,6.02,16000
33,16,trainval/0MMSpsvqiG8/50018,6.22,16000
33,17,trainval/0MMSpsvqiG8/50019,1.90,16000
33,18,trainval/0MMSpsvqiG8/50020,0.86,16000
33,19,trainval/0MMSpsvqiG8/50021,1.98,16000
33,20,trainval/0MMSpsvqiG8/50022,2.82,16000
33,21,trainval/0MMSpsvqiG8/50023,1.38,16000
34,0,trainval/0MYq1WJMmts/50001,3.98,16000
34,1,trainval/0MYq1WJMmts/50002,6.26,16000
34,2,trainval/0MYq1WJMmts/50003,1.86,16000
34,3,trainval/0MYq1WJMmts/50004,3.38,16000
34,4,trainval/0MYq1WJMmts/50005,5.94,16000
34,5,trainval/0MYq1WJMmts/50006,3.58,16000
34,6,trainval/0MYq1WJMmts/50007,2.46,16000
35,0,trainval/0N1oA9LUEc4/50001,2.22,16000
35,1,trainval/0N1oA9LUEc4/50002,5.82,16000
35,2,trainval/0N1oA9LUEc4/50003,5.90,16000
35,3,trainval/0N1oA9LUEc4/50004,5.98,16000
36,0,trainval/0N6cjPWqpSk/50001,3.42,16000
36,1,trainval/0N6cjPWqpSk/50002,6.22,16000
37,0,trainval/0nI65jgHG9o/50001,5.82,16000
37,1,trainval/0nI65jgHG9o/50002,5.82,16000
38,0,trainval/0NV1KdWRHck/50004,2.82,16000
39,0,trainval/0oAJsPFH2wk/50001,2.78,16000
39,1,trainval/0oAJsPFH2wk/50002,3.94,16000
40,0,trainval/0OkOQhXhsIE/50001,6.22,16000
40,1,trainval/0OkOQhXhsIE/50002,2.78,16000
40,2,trainval/0OkOQhXhsIE/50003,4.82,16000
40,3,trainval/0OkOQhXhsIE/50004,6.18,16000
40,4,trainval/0OkOQhXhsIE/50005,1.58,16000
40,5,trainval/0OkOQhXhsIE/50006,2.98,16000
40,6,trainval/0OkOQhXhsIE/50007,4.50,16000
40,7,trainval/0OkOQhXhsIE/50008,6.18,16000
40,8,trainval/0OkOQhXhsIE/50009,1.54,16000
40,9,trainval/0OkOQhXhsIE/50010,5.98,16000
40,10,trainval/0OkOQhXhsIE/50011,2.74,16000
40,11,trainval/0OkOQhXhsIE/50012,5.46,16000
40,12,trainval/0OkOQhXhsIE/50013,3.42,16000
40,13,trainval/0OkOQhXhsIE/50015,5.34,16000
40,14,trainval/0OkOQhXhsIE/50016,2.54,16000
40,15,trainval/0OkOQhXhsIE/50017,5.74,16000
40,16,trainval/0OkOQhXhsIE/50018,3.94,16000
40,17,trainval/0OkOQhXhsIE/50019,2.62,16000
40,18,trainval/0OkOQhXhsIE/50020,5.98,16000
40,19,trainval/0OkOQhXhsIE/50021,1.74,16000
40,20,trainval/0OkOQhXhsIE/50022,5.34,16000
40,21,trainval/0OkOQhXhsIE/50023,3.82,16000
40,22,trainval/0OkOQhXhsIE/50024,6.22,16000
40,23,trainval/0OkOQhXhsIE/50025,3.98,16000
40,24,trainval/0OkOQhXhsIE/50026,3.86,16000
40,25,trainval/0OkOQhXhsIE/50027,2.66,16000
40,26,trainval/0OkOQhXhsIE/50028,2.58,16000
40,27,trainval/0OkOQhXhsIE/50029,4.66,16000
40,28,trainval/0OkOQhXhsIE/50030,1.74,16000
40,29,trainval/0OkOQhXhsIE/50031,5.18,16000
40,30,trainval/0OkOQhXhsIE/50032,6.26,16000
40,31,trainval/0OkOQhXhsIE/50033,4.90,16000
41,0,trainval/0P0mBj09vwk/50001,0.70,16000
41,1,trainval/0P0mBj09vwk/50002,1.38,16000
41,2,trainval/0P0mBj09vwk/50003,6.06,16000
41,3,trainval/0P0mBj09vwk/50004,6.26,16000
41,4,trainval/0P0mBj09vwk/50005,3.62,16000
42,0,trainval/0pzIPHWR3iY/50001,1.30,16000
42,1,trainval/0pzIPHWR3iY/50002,4.66,16000
42,2,trainval/0pzIPHWR3iY/50003,6.26,16000
42,3,trainval/0pzIPHWR3iY/50004,2.82,16000
43,0,trainval/0Q1owhv3qAA/50001,6.06,16000
43,1,trainval/0Q1owhv3qAA/50002,4.02,16000
43,2,trainval/0Q1owhv3qAA/50003,5.94,16000
43,3,trainval/0Q1owhv3qAA/50004,2.46,16000
43,4,trainval/0Q1owhv3qAA/50005,1.98,16000
44,0,trainval/0QbLI1U4cLE/50001,1.42,16000
44,1,trainval/0QbLI1U4cLE/50003,3.22,16000
45,0,trainval/0qYTf9evWeY/50001,0.98,16000
45,1,trainval/0qYTf9evWeY/50002,6.14,16000
45,2,trainval/0qYTf9evWeY/50003,1.90,16000
45,3,trainval/0qYTf9evWeY/50004,1.94,16000
45,4,trainval/0qYTf9evWeY/50005,2.46,16000
45,5,trainval/0qYTf9evWeY/50006,1.66,16000
45,6,trainval/0qYTf9evWeY/50007,1.74,16000
46,0,trainval/0S3YDofSvGs/50001,5.98,16000
46,1,trainval/0S3YDofSvGs/50002,1.38,16000
46,2,trainval/0S3YDofSvGs/50003,1.34,16000
47,0,trainval/0Sdja9Ys4Sg/50001,1.62,16000
47,1,trainval/0Sdja9Ys4Sg/50002,1.14,16000
47,2,trainval/0Sdja9Ys4Sg/50003,1.34,16000
47,3,trainval/0Sdja9Ys4Sg/50004,5.86,16000
47,4,trainval/0Sdja9Ys4Sg/50005,1.02,16000
47,5,trainval/0Sdja9Ys4Sg/50006,1.22,16000
47,6,trainval/0Sdja9Ys4Sg/50007,5.34,16000
47,7,trainval/0Sdja9Ys4Sg/50008,5.22,16000
47,8,trainval/0Sdja9Ys4Sg/50009,4.58,16000
47,9,trainval/0Sdja9Ys4Sg/50010,2.26,16000
47,10,trainval/0Sdja9Ys4Sg/50011,3.10,16000
47,11,trainval/0Sdja9Ys4Sg/50012,1.22,16000
47,12,trainval/0Sdja9Ys4Sg/50013,2.30,16000
47,13,trainval/0Sdja9Ys4Sg/50014,1.22,16000
47,14,trainval/0Sdja9Ys4Sg/50016,6.18,16000
47,15,trainval/0Sdja9Ys4Sg/50017,2.06,16000
47,16,trainval/0Sdja9Ys4Sg/50018,2.42,16000
47,17,trainval/0Sdja9Ys4Sg/50019,1.38,16000
47,18,trainval/0Sdja9Ys4Sg/50020,1.50,16000
47,19,trainval/0Sdja9Ys4Sg/50021,1.30,16000
48,0,trainval/0SkdP36wiAU/50001,4.86,16000
48,1,trainval/0SkdP36wiAU/50002,3.26,16000
49,0,trainval/0snNB1yS3IE/50001,2.10,16000
49,1,trainval/0snNB1yS3IE/50002,1.98,16000
49,2,trainval/0snNB1yS3IE/50004,5.94,16000
49,3,trainval/0snNB1yS3IE/50005,1.38,16000
49,4,trainval/0snNB1yS3IE/50006,1.94,16000
49,5,trainval/0snNB1yS3IE/50007,1.42,16000
49,6,trainval/0snNB1yS3IE/50008,2.82,16000
49,7,trainval/0snNB1yS3IE/50009,2.86,16000
49,8,trainval/0snNB1yS3IE/50010,1.78,16000
49,9,trainval/0snNB1yS3IE/50011,3.74,16000
49,10,trainval/0snNB1yS3IE/50012,2.70,16000
49,11,trainval/0snNB1yS3IE/50013,1.26,16000
49,12,trainval/0snNB1yS3IE/50014,1.10,16000
49,13,trainval/0snNB1yS3IE/50015,3.30,16000
49,14,trainval/0snNB1yS3IE/50016,4.02,16000
49,15,trainval/0snNB1yS3IE/50017,2.30,16000
49,16,trainval/0snNB1yS3IE/50018,6.02,16000
49,17,trainval/0snNB1yS3IE/50019,6.22,16000
49,18,trainval/0snNB1yS3IE/50020,4.86,16000
49,19,trainval/0snNB1yS3IE/50021,6.18,16000
49,20,trainval/0snNB1yS3IE/50022,3.70,16000
49,21,trainval/0snNB1yS3IE/50023,3.82,16000
49,22,trainval/0snNB1yS3IE/50024,2.74,16000
49,23,trainval/0snNB1yS3IE/50025,6.14,16000
49,24,trainval/0snNB1yS3IE/50026,6.18,16000
50,0,trainval/0SUTgoPUTLQ/50001,4.86,16000
50,1,trainval/0SUTgoPUTLQ/50002,4.78,16000
50,2,trainval/0SUTgoPUTLQ/50003,3.14,16000
50,3,trainval/0SUTgoPUTLQ/50004,4.46,16000
50,4,trainval/0SUTgoPUTLQ/50005,1.42,16000
50,5,trainval/0SUTgoPUTLQ/50006,1.78,16000
51,0,trainval/0SW0HFy9Et4/50001,1.58,16000
51,1,trainval/0SW0HFy9Et4/50002,6.22,16000
51,2,trainval/0SW0HFy9Et4/50003,1.06,16000
51,3,trainval/0SW0HFy9Et4/50004,1.10,16000
51,4,trainval/0SW0HFy9Et4/50005,1.10,16000
51,5,trainval/0SW0HFy9Et4/50006,2.26,16000
51,6,trainval/0SW0HFy9Et4/50007,2.50,16000
51,7,trainval/0SW0HFy9Et4/50008,6.10,16000
51,8,trainval/0SW0HFy9Et4/50009,5.62,16000
51,9,trainval/0SW0HFy9Et4/50010,3.66,16000
51,10,trainval/0SW0HFy9Et4/50011,5.26,16000
51,11,trainval/0SW0HFy9Et4/50012,2.62,16000
51,12,trainval/0SW0HFy9Et4/50013,2.90,16000
51,13,trainval/0SW0HFy9Et4/50014,3.66,16000
51,14,trainval/0SW0HFy9Et4/50015,4.78,16000
52,0,trainval/0sYguTPLpHE/50001,1.78,16000
52,1,trainval/0sYguTPLpHE/50002,2.62,16000
52,2,trainval/0sYguTPLpHE/50003,1.54,16000
52,3,trainval/0sYguTPLpHE/50004,1.78,16000
52,4,trainval/0sYguTPLpHE/50005,1.82,16000
53,0,trainval/0TOkvcqeVQY/50001,6.14,16000
53,1,trainval/0TOkvcqeVQY/50002,2.02,16000
53,2,trainval/0TOkvcqeVQY/50003,2.38,16000
53,3,trainval/0TOkvcqeVQY/50004,6.02,16000
54,0,trainval/0tqq66zwa7g/50001,2.22,16000
55,0,trainval/0ueGFLVFi80/50001,3.90,16000
55,1,trainval/0ueGFLVFi80/50002,3.86,16000
55,2,trainval/0ueGFLVFi80/50003,2.38,16000
55,3,trainval/0ueGFLVFi80/50004,0.82,16000
55,4,trainval/0ueGFLVFi80/50005,3.10,16000
55,5,trainval/0ueGFLVFi80/50006,3.74,16000
55,6,trainval/0ueGFLVFi80/50007,2.86,16000
55,7,trainval/0ueGFLVFi80/50008,6.14,16000
55,8,trainval/0ueGFLVFi80/50009,2.30,16000
55,9,trainval/0ueGFLVFi80/50010,1.34,16000
56,0,trainval/0UmUgaJwEr0/50001,2.86,16000
56,1,trainval/0UmUgaJwEr0/50002,2.78,16000
56,2,trainval/0UmUgaJwEr0/50003,2.62,16000
